Profession,Country,Region,Education,Sex,Age,AgeBin,Maritial,1.1_HeardCovid,1.2_Television/Radio,1.2_Newspaper/Magazines,1.2_SocialMedia,1.2_Colleagues/Workplace,1.2_Neighbors,1.3_CovidKnowledgeLevel,1.4_ContactRespiratoryDrop,1.4_Touching,1.4_UseSameObject,1.4_Sex,1.4_PersonToPerson,1.4_CloseContact,1.4_TouchingCoin,1.4_CovidFloatOnAir,1.5_Fever,1.5_Tiredness,1.5_Cough,1.5_ShortnessBreath,1.5_AchesPain,1.5_NasalCongestion,1.5_RunningNose,1.5_SoreThroat,1.5_Diarrhea,1.6_Mask,1.7_IncubationPeriod,1.8_Vaccine,1.9_LockDown,1.9_Isolation,1.9_Quarantine,1.10_Over60Yr,1.10_PrexistingCond,1.10_WorkEnvo,1.10_RiskZone,2.1_LockDown,2.2_HomeQuarantine,2.3_Isolation,2.4_PersonalHygiene,2.5_MediaRole,2.6_Over60Yr,2.6_PreExisting,2.6_Working,2.6_RiskZone,3.1_Quarantine,3.1_Respository,3.1_WashingHand,3.1_Mask,3.1_TouchingMouth,3.1_SocialDistance,3.2_PPE,3.3_Test,3.4_Handshake,3.4_Hug,3.4_VisitPlaces,3.4_ContactInfected,3.4_Religion,3.5_HandWash,3.8_Internet,3.9_Newspaper,3.9_TV,3.9_SocialMedia,3.9_Internet,3.10_TimeSpentOnCovidNews,4.1_FearOfDeath,4.1_Anxeity,4.1_Depression,4.1_SocialExclusion,4.1_Lonliness,N90BestToControlSpread,LearntCovid,KnowledgeScore,OpinionScoring,Susceptiblity,BehaveScore,PsychologicalHealth,Access_Of_Information
Medical Professionals,Mexico,Central America and Mexico,T,Male,23,"(21.0, 24.0]",1,1,1.0,0,1,1,0.0,3,1,1,0,1,1,1,0.0,0.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,0,1,1,1,0,0,4,5,5,5,5,0,0,1,0,1,0,1,1,1,1,3,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,0,1,1,3.0,15,24,1,10,4,3
Academian/Administration,Mexico,Central America and Mexico,S,Female,60,"(41.0, 76.0]",2,1,1.0,1,1,0,0.0,4,1,0,1,1,1,1,1.0,0.0,1,1,1,1,1,0,0,0,1,1,2-14 Day,1,1,1,1,0,0,1,0,5,5,5,5,5,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,15,1,1,1,1,0,2,0,1,1,0,1,1,3.0,14,25,1,9,3,3
Academian/Administration,Mexico,Central America and Mexico,,Female,22,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,0,1,1,1,0,0,3,5,4,5,5,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,15,1,0,0,0,0,2,0,0,0,0,1,1,5.0,19,22,0,8,1,0
Medical Professionals,Mexico,Central America and Mexico,T,Male,19,"(8.999, 21.0]",1,1,1.0,0,1,1,1.0,4,1,1,1,0,1,1,0.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,1,1,1,1,1,1,3,1,4,4,5,5,4,0,0,0,0,1,0,1,1,1,1,3,0,1,1,1,0,1,15,1,0,1,1,0,2,0,1,0,1,0,1,4.0,20,22,0,9,2,2
Medical Professionals,Mexico,Central America and Mexico,S,Male,20,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,2,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,4,2-14 Day,0,0,1,1,1,1,1,0,5,5,5,5,5,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,15,1,1,1,1,1,2,1,1,0,0,1,0,5.0,19,25,0,8,3,4
Academian/Administration,Mexico,Central America and Mexico,T,Male,32,"(30.0, 41.0]",1,1,1.0,0,1,1,1.0,4,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,0,1,5,2-14 Day,3,1,1,1,1,1,1,1,4,4,5,5,4,0,1,1,0,1,1,1,1,1,1,1,3,0,1,0,1,1,15,1,0,1,0,1,1,1,1,1,1,1,0,4.0,18,22,2,9,5,2
Medical Professionals,Mexico,Central America and Mexico,,Male,25,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,0,1,1,1.0,1.0,1,1,0,1,1,0,1,1,1,1,2-14 Day,1,1,0,1,1,1,1,3,3,4,4,5,3,0,0,1,0,1,1,1,0,1,1,3,0,1,1,0,1,1,15,1,0,1,1,1,1,0,0,0,0,1,1,5.0,21,19,1,9,1,3
Academian/Administration,Mexico,Central America and Mexico,,Male,23,"(21.0, 24.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,1,1,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15,1,1,1,1,1,1,0,0,0,0,0,1,5.0,20,25,3,6,0,4
Medical Professionals,Mexico,Central America and Mexico,S,Male,23,"(21.0, 24.0]",1,1,1.0,1,1,0,0.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,1,1,1,1,1,1,3,0,4,5,5,5,5,1,1,Not Sure,0,1,1,1,1,1,1,3,0,1,1,0,1,1,15,1,0,1,1,1,2,1,1,0,0,0,1,3.0,20,24,2,10,2,3
Academian/Administration,Mexico,Central America and Mexico,,Male,44,"(41.0, 76.0]",2,1,1.0,1,1,1,1.0,5,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,0,0,1,1,1,2-14 Day,0,1,1,1,1,1,0,0,5,5,5,5,5,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,15,1,0,1,1,1,1,1,1,1,1,1,1,5.0,18,25,1,11,5,3
Medical Professionals,Mexico,Central America and Mexico,T,Male,28,"(24.0, 30.0]",1,1,1.0,1,1,1,1.0,4,1,1,1,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,0,1,1,1,0,3,3,3,4,5,4,5,4,0,Not Sure,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,15,1,0,0,1,1,1,0,0,0,0,0,0,5.0,24,22,1,10,0,2
Others,Mexico,Central America and Mexico,,Male,59,"(41.0, 76.0]",2,1,1.0,0,1,1,1.0,3,1,1,1,1,0,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,0,1,0,0,5,5,5,5,4,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,15,1,0,1,1,0,5,1,1,1,0,0,0,4.0,17,24,1,11,3,2
Medical Professionals,Mexico,Central America and Mexico,T,Male,23,"(21.0, 24.0]",1,1,1.0,1,1,0,0.0,5,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,0,0,0,1,1,2-14 Day,0,1,1,1,1,1,0,0,5,5,5,5,5,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,15,1,0,1,0,1,1,0,1,1,0,0,1,3.0,16,25,1,10,2,2
Academian/Administration,Mexico,Central America and Mexico,,Male,27,"(24.0, 30.0]",2,1,1.0,0,1,1,0.0,4,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,1,0,1,2-14 Day,1,1,1,1,0,0,0,0,5,5,5,5,5,0,0,0,0,1,1,1,1,1,1,3,0,1,1,0,1,1,15,1,0,0,1,1,1,0,1,0,0,1,1,3.0,15,25,0,10,2,2
Academian/Administration,Mexico,Central America and Mexico,T,Female,62,"(41.0, 76.0]",2,1,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,1,0,0,0,4,4,4,5,3,1,1,0,0,1,1,1,1,1,1,3,0,1,1,0,1,1,15,1,0,1,1,1,5,0,0,0,0,0,0,2.0,18,20,2,10,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,30,"(24.0, 30.0]",3,1,0.0,0,1,0,0.0,1,1,1,1,0,1,0,1.0,1.0,0,1,1,1,1,1,0,0,0,5,1-7 Day,0,1,0,1,1,0,1,1,,2,5,2,,0,0,Not Sure,Not Sure,1,1,0,1,1,0,3,0,1,0,0,1,,15,0,1,0,0,,5,0,0,0,0,0,0,1.0,14,9,0,6,0,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",P,Male,64,"(41.0, 76.0]",3,0,0.0,0,1,1,1.0,1,0,0,1,0,0,0,1.0,0.0,1,1,1,0,1,0,1,1,0,5,2-14 Day,1,1,1,0,0,3,3,3,,2,1,1,,Not Sure,1,1,Not Sure,0,0,1,1,1,0,0,3,1,0,0,0,,15,1,1,1,1,,3,0,0,1,1,0,0,3.0,17,4,2,4,2,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,31,"(30.0, 41.0]",2,1,0.0,1,0,0,0.0,5,1,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,1,0,0,5,1-7 Day,1,1,1,0,3,3,3,3,,1,1,5,,0,Not Sure,Not Sure,0,0,0,1,1,0,0,3,3,0,1,0,0,,15,1,1,1,1,,1,0,0,0,0,0,0,1.0,18,7,0,3,0,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",P,Male,44,"(41.0, 76.0]",1,0,1.0,0,0,1,0.0,3,1,0,1,0,0,0,0.0,0.0,0,1,0,0,0,0,1,1,0,5,1-7 Day,3,0,1,0,3,3,0,3,,3,3,1,,0,0,Not Sure,1,0,0,1,1,1,1,1,3,0,1,0,1,,15,1,0,1,0,,2,1,1,1,0,0,0,2.0,14,7,1,6,3,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,50,"(41.0, 76.0]",2,0,1.0,1,0,1,0.0,1,1,0,1,0,1,0,0.0,1.0,1,0,0,1,1,0,1,1,1,5,1-7 Day,0,1,0,1,3,0,1,1,,3,4,5,,0,0,Not Sure,1,1,1,1,0,1,0,0,0,0,1,1,1,,15,0,1,0,0,,2,0,1,1,0,1,0,3.0,15,12,1,7,3,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,22,"(21.0, 24.0]",1,0,0.0,1,1,1,0.0,1,1,1,0,1,1,1,0.0,1.0,1,1,1,1,1,0,1,1,1,5,1-7 Day,1,1,1,0,0,1,3,0,,2,4,3,,Not Sure,1,Not Sure,0,0,1,1,0,1,0,1,3,1,0,0,1,,15,1,1,0,1,,4,0,1,0,1,0,0,3.0,18,9,1,5,2,2
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,60,"(41.0, 76.0]",2,1,0.0,1,1,0,1.0,1,1,1,1,0,0,1,0.0,1.0,1,0,1,0,1,0,0,1,1,5,2-14 Day,0,0,0,0,0,3,0,1,,3,1,4,,1,Not Sure,1,1,0,1,1,1,1,0,3,3,0,1,1,1,,15,0,0,0,1,,4,0,0,0,0,0,0,3.0,14,8,3,7,0,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,33,"(30.0, 41.0]",2,0,1.0,0,1,1,0.0,3,1,0,1,1,1,0,0.0,1.0,1,1,0,0,0,1,0,1,1,5,2-14 Day,1,1,0,1,3,1,1,3,,4,4,2,,Not Sure,Not Sure,Not Sure,0,0,0,1,1,0,0,0,3,0,1,0,0,,15,1,0,0,0,,4,1,1,1,1,0,0,3.0,18,10,0,3,4,0
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,57,"(41.0, 76.0]",3,1,0.0,0,0,1,1.0,1,1,1,0,1,1,0,1.0,0.0,0,0,1,0,1,1,1,0,1,5,Dont Know,3,1,0,0,0,1,0,0,,2,5,2,,Not Sure,1,1,Not Sure,1,1,1,1,1,1,3,3,1,1,1,1,,15,1,0,0,0,,3,1,1,1,1,0,0,2.0,11,9,2,10,4,0
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,21,"(8.999, 21.0]",3,1,0.0,1,1,0,1.0,3,1,0,1,1,0,0,1.0,0.0,0,0,0,1,1,1,1,0,0,5,Dont Know,0,0,0,0,1,0,3,1,,3,1,5,,0,1,Not Sure,1,1,0,1,0,1,1,3,3,1,0,0,1,,15,0,1,0,0,,1,0,1,1,1,1,0,3.0,13,9,2,6,4,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,38,"(30.0, 41.0]",2,0,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,5,2-14 Day,3,1,1,1,0,0,0,0,,5,5,5,,Not Sure,Not Sure,1,Not Sure,0,1,1,1,1,1,1,0,0,1,0,1,,15,0,1,1,1,,1,1,0,0,0,0,0,5.0,17,15,1,7,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,39,"(30.0, 41.0]",3,1,0.0,1,1,0,1.0,3,1,0,1,1,1,1,1.0,1.0,0,1,1,1,0,0,0,1,1,5,2-14 Day,3,0,0,1,3,3,3,1,,1,5,5,,Not Sure,0,Not Sure,Not Sure,1,1,0,0,1,1,1,3,1,0,0,1,,15,0,0,0,1,,4,1,1,0,1,0,0,3.0,22,11,0,6,3,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,49,"(41.0, 76.0]",1,0,1.0,0,0,1,0.0,5,1,0,1,0,0,1,1.0,0.0,1,0,0,1,1,0,0,0,1,5,Dont Know,3,1,1,1,3,1,0,3,,3,5,3,,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,15,0,0,0,1,,4,0,0,1,1,0,0,2.0,15,11,2,2,2,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,64,"(41.0, 76.0]",2,1,0.0,0,1,0,0.0,5,1,1,0,1,1,0,0.0,1.0,0,1,0,0,1,1,0,0,0,1,2-14 Day,1,0,1,1,1,1,1,1,,1,5,1,,1,Not Sure,1,1,0,1,0,0,1,0,3,3,0,1,0,1,,15,0,0,1,0,,5,0,1,0,1,1,1,1.0,13,7,3,4,3,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",P,Female,32,"(30.0, 41.0]",3,0,0.0,0,1,1,0.0,5,0,1,1,0,0,0,0.0,0.0,1,0,0,1,1,0,1,1,0,1,2-14 Day,3,1,1,0,1,3,1,3,,1,5,2,,Not Sure,1,1,0,1,0,0,1,0,1,1,3,1,1,1,1,,15,1,0,1,1,,5,0,0,0,1,1,1,2.0,16,8,2,7,2,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,22,"(21.0, 24.0]",1,1,1.0,0,0,0,0.0,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,0,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,15,1,1,1,1,,5,1,1,1,1,1,1,1.0,17,15,4,6,5,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",P,Male,16,"(8.999, 21.0]",2,0,1.0,0,0,0,0.0,1,1,1,0,1,0,1,1.0,0.0,0,0,1,0,0,1,1,0,0,1,2-14 Day,1,0,0,1,3,1,3,3,,5,5,5,,1,Not Sure,Not Sure,1,1,0,1,1,0,0,3,3,1,0,0,0,,15,1,0,1,0,,5,0,0,1,1,1,1,1.0,19,15,2,4,3,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,66,"(41.0, 76.0]",2,1,1.0,0,0,0,0.0,5,1,0,1,1,1,1,0.0,1.0,1,0,1,0,0,0,0,0,0,1,Dont Know,1,0,1,0,1,3,1,3,,5,5,1,,Not Sure,Not Sure,1,Not Sure,0,0,0,1,0,1,1,0,0,0,0,1,,15,0,0,1,1,,5,1,0,0,0,0,1,1.0,17,11,1,3,1,2
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,28,"(24.0, 30.0]",3,1,1.0,0,0,1,0.0,3,1,1,0,1,1,1,0.0,1.0,0,1,1,1,1,0,1,0,0,1,1-7 Day,0,0,1,0,1,1,0,1,,5,1,5,,1,1,0,Not Sure,0,0,1,1,1,1,3,0,1,1,0,0,,15,1,1,1,1,,5,1,1,0,0,1,1,2.0,15,11,2,6,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,62,"(41.0, 76.0]",2,0,1.0,1,0,1,0.0,5,1,1,0,1,0,1,1.0,0.0,1,1,0,0,1,0,1,1,1,1,2-14 Day,1,0,0,0,1,1,3,1,,5,5,1,,1,Not Sure,Not Sure,Not Sure,0,1,0,1,0,1,1,3,0,0,0,1,,15,0,1,0,1,,5,0,1,1,0,1,1,3.0,18,11,1,4,3,2
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Male,61,"(41.0, 76.0]",2,1,1.0,1,0,0,1.0,3,1,1,1,0,1,1,0.0,1.0,0,1,1,0,0,0,1,1,1,1,1-7 Day,1,0,0,0,3,3,3,1,,5,3,1,,1,1,0,1,1,0,1,0,0,0,3,3,1,1,1,0,,15,0,0,0,0,,5,1,0,0,0,1,1,3.0,22,9,3,5,2,0
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Male,61,"(41.0, 76.0]",2,0,1.0,0,1,1,1.0,3,0,0,1,1,0,1,0.0,1.0,1,0,1,1,1,1,0,1,0,1,Dont Know,3,0,0,1,0,3,1,1,,4,2,4,,1,1,0,1,0,0,0,0,1,0,0,3,1,1,1,1,,15,1,0,1,1,,5,0,1,1,1,1,1,4.0,16,10,3,5,4,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,24,"(21.0, 24.0]",1,1,1.0,1,1,0,1.0,3,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,2-14 Day,3,1,1,1,0,0,0,0,,4,4,4,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,15,0,1,1,1,,3,1,0,1,0,0,1,4.0,5,12,0,9,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,48,"(41.0, 76.0]",2,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,1,0,1,,5,5,5,,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,,15,0,1,1,1,,3,0,0,0,0,0,1,5.0,20,15,2,8,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,24,"(21.0, 24.0]",1,0,0.0,0,1,0,0.0,5,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,,15,0,1,1,1,,1,1,0,0,0,1,1,1.0,18,15,0,7,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,26,"(24.0, 30.0]",2,0,0.0,0,1,0,0.0,1,0,0,1,1,0,1,0.0,0.0,0,1,1,1,0,1,0,0,1,1,1-7 Day,1,1,1,0,0,1,3,3,,4,5,3,,0,0,Not Sure,1,1,1,0,1,1,0,3,3,0,1,1,0,,15,0,0,1,0,,1,0,1,1,0,1,1,1.0,16,12,1,6,3,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",P,Female,38,"(30.0, 41.0]",2,1,0.0,0,1,0,0.0,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,,15,0,1,1,1,,1,1,1,0,0,0,1,1.0,18,15,0,10,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,24,"(21.0, 24.0]",1,1,0.0,0,1,0,1.0,3,1,1,1,1,1,1,1.0,1.0,1,0,0,1,1,1,0,1,0,1,2-14 Day,0,1,1,1,0,0,0,0,,5,4,4,,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,1,,15,1,1,1,1,,1,1,1,0,0,1,1,2.0,14,13,4,8,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,25,"(24.0, 30.0]",1,1,1.0,1,1,0,0.0,3,1,0,1,1,1,1,0.0,1.0,1,1,1,1,0,0,0,0,0,1,2-14 Day,0,1,1,1,0,0,0,3,,5,5,4,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,,15,0,1,1,1,,1,0,1,1,0,0,1,3.0,14,14,0,7,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,50,"(41.0, 76.0]",2,1,1.0,1,1,1,0.0,3,1,1,1,0,1,0,0.0,1.0,1,1,1,1,1,0,1,1,1,1,2-14 Day,0,1,1,1,1,0,0,0,,5,5,5,,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,,15,1,1,1,1,,1,1,1,1,1,0,1,4.0,15,15,0,6,4,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,29,"(24.0, 30.0]",2,1,1.0,1,1,1,1.0,5,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,3,1,1,1,,5,5,5,,Not Sure,Not Sure,Not Sure,Not Sure,1,1,1,1,1,1,1,0,0,0,0,1,,15,0,1,1,1,,1,0,1,0,0,1,1,5.0,24,15,0,7,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,35,"(30.0, 41.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,1,1,1,1,1,1,1,1,1,1,1,3,0,1,0,1,,15,0,1,1,1,,1,1,1,0,0,0,1,5.0,18,15,4,8,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,21,"(8.999, 21.0]",1,1,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,1,1,1,1,0,3,0,0,,5,5,5,,Not Sure,Not Sure,0,0,1,1,1,1,1,1,1,0,1,1,0,1,,15,0,1,1,1,,1,1,1,0,1,1,1,2.0,21,15,0,9,4,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,21,"(8.999, 21.0]",2,1,1.0,0,1,0,0.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,2,3,2,,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,,15,0,1,1,1,,1,1,1,1,1,1,1,2.0,18,7,0,10,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,18,"(8.999, 21.0]",1,0,1.0,0,1,0,0.0,3,1,1,1,0,1,1,0.0,0.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,0,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,,15,1,1,1,0,,1,1,1,1,0,1,1,2.0,15,15,0,10,4,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,20,"(8.999, 21.0]",1,1,1.0,0,1,0,1.0,3,1,1,1,1,1,1,0.0,1.0,1,1,1,1,0,0,0,0,1,1,2-14 Day,0,1,1,1,1,0,0,0,,5,5,5,,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,,15,1,1,1,1,,1,0,0,1,0,1,1,3.0,14,15,0,9,2,3
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,17,"(8.999, 21.0]",2,1,0.0,0,0,1,0.0,5,0,0,0,0,1,0,0.0,0.0,0,1,1,0,0,0,1,1,1,1,Dont Know,3,0,1,0,1,1,3,3,,5,4,3,,Not Sure,0,0,0,1,1,1,0,0,1,0,3,1,0,0,1,,15,1,0,0,1,,2,1,0,0,1,0,1,1.0,15,12,0,6,2,1
Medical Professionals,China,"East Asia (China, Japan, South korea)",T,Female,65,"(41.0, 76.0]",3,0,0.0,1,1,1,1.0,1,1,0,0,0,1,1,0.0,1.0,1,1,0,0,0,0,0,1,1,1,Dont Know,1,0,1,0,3,1,3,1,,3,3,2,,0,Not Sure,0,Not Sure,1,1,0,1,0,1,3,0,1,0,1,1,,15,0,1,0,1,,2,1,0,1,1,1,1,4.0,17,8,0,7,4,2
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,25,"(24.0, 30.0]",1,1,1.0,0,0,0,0.0,5,1,1,0,0,1,1,0.0,1.0,1,1,1,1,1,1,1,1,0,1,2-14 Day,1,0,0,1,0,0,3,3,,5,5,5,,Not Sure,Not Sure,Not Sure,Not Sure,0,0,0,0,0,0,0,3,1,1,1,1,,15,0,1,1,1,,2,0,0,0,0,0,1,1.0,20,15,0,4,0,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,25,"(24.0, 30.0]",1,1,1.0,1,1,0,0.0,5,1,1,1,1,1,1,1.0,1.0,1,0,1,1,0,1,1,1,0,1,2-14 Day,1,1,1,1,3,3,1,1,,5,4,5,,Not Sure,Not Sure,1,1,1,1,1,1,1,1,1,3,1,1,1,1,,15,1,1,1,1,,2,1,1,0,0,0,1,3.0,23,14,2,10,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,28,"(24.0, 30.0]",2,1,1.0,1,1,1,1.0,3,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,0,0,,5,5,5,,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,,15,0,1,1,1,,2,1,0,0,0,1,1,5.0,19,15,4,10,2,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,18,"(8.999, 21.0]",1,1,1.0,1,1,1,1.0,3,1,1,1,0,1,1,0.0,1.0,1,1,1,1,0,0,0,1,0,1,2-14 Day,0,1,1,1,0,0,1,1,,5,5,5,,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,15,1,1,1,1,,2,0,0,0,0,1,1,5.0,14,15,0,8,1,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,20,"(8.999, 21.0]",1,1,1.0,0,1,0,0.0,3,1,0,1,1,1,1,0.0,1.0,1,1,1,1,1,1,1,1,0,1,2-14 Day,0,1,1,1,0,0,0,0,,4,4,4,,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,,15,1,0,1,0,,2,0,0,0,0,1,1,2.0,15,12,0,8,1,1
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Female,27,"(24.0, 30.0]",2,1,1.0,0,1,0,0.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2-14 Day,0,1,1,1,1,0,0,0,,5,5,5,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,15,1,1,1,1,,2,1,1,1,1,1,1,2.0,18,15,0,3,5,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,19,"(8.999, 21.0]",1,0,1.0,0,1,0,0.0,3,1,1,1,0,1,1,1.0,1.0,1,1,1,1,1,1,0,1,0,1,2-14 Day,0,1,1,1,1,1,1,1,,4,4,5,,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,,15,1,1,1,1,,2,1,1,1,0,0,1,2.0,19,13,1,9,3,3
Academian/Administration,China,"East Asia (China, Japan, South korea)",T,Male,19,"(8.999, 21.0]",1,0,1.0,0,1,0,0.0,3,1,1,1,0,1,1,1.0,0.0,1,1,1,1,0,1,1,1,1,1,2-14 Day,0,1,1,1,1,3,0,1,,4,5,4,,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,,15,0,1,1,1,,2,0,1,1,0,0,1,2.0,20,13,0,8,2,3
